time_epoch,temp_c,wind_kph,wind_degree,pressure_mb,precip_mm,snow_cm,avghumidity,gust_kph,wind_dir
1729483200,13.4,14.4,246.0,1021.0,0.0,0.0,0.0,27.4,WSW
1729486800,12.9,15.5,247.0,1020.0,0.0,0.0,0.0,28.9,WSW
1729490400,13.6,16.6,244.0,1020.0,0.0,0.0,0.0,29.6,WSW
1729494000,13.5,16.6,247.0,1020.0,0.0,0.0,0.0,29.3,WSW
1729497600,13.5,16.6,247.0,1020.0,0.0,0.0,0.0,29.6,WSW
1729501200,13.1,16.2,246.0,1020.0,0.0,0.0,0.0,29.1,WSW
1729504800,11.6,11.3,250.0,1020.0,0.0,0.0,0.0,22.3,WSW
1729508400,11.5,14.4,256.0,1020.0,0.0,0.0,0.0,17.8,WSW
1729512000,13.2,11.2,253.0,1020.0,0.0,0.0,0.0,16.6,WSW
1729515600,14.9,10.4,250.0,1021.0,0.0,0.0,0.0,17.5,WSW
1729519200,16.7,12.6,258.0,1021.0,0.0,0.0,0.0,16.7,WSW
1729522800,18.9,12.2,262.0,1021.0,0.0,0.0,0.0,15.1,W
1729526400,20.6,11.9,259.0,1020.0,0.0,0.0,0.0,14.2,W
1729530000,22.1,12.6,260.0,1020.0,0.0,0.0,0.0,15.0,W
1729533600,23.0,12.6,263.0,1020.0,0.0,0.0,0.0,15.3,W
1729537200,23.6,12.2,265.0,1019.0,0.0,0.0,0.0,15.5,W
1729540800,23.9,12.6,268.0,1019.0,0.0,0.0,0.0,17.4,W
1729544400,22.8,9.7,267.0,1019.0,0.0,0.0,0.0,16.2,W
1729548000,21.6,6.5,278.0,1020.0,0.0,0.0,0.0,12.6,W
1729551600,20.4,6.5,298.0,1020.0,0.0,0.0,0.0,12.6,WNW
1729555200,19.2,7.2,307.0,1021.0,0.0,0.0,0.0,13.8,NW
1729558800,18.3,5.4,302.0,1021.0,0.0,0.0,0.0,15.5,WNW
1729562400,16.0,4.3,284.0,1021.0,0.0,0.0,0.0,14.1,WNW
1729566000,15.8,4.3,254.0,1021.0,0.0,0.0,0.0,9.1,WSW
1729569600,14.5,7.2,284.0,1021.0,0.0,0.0,0.0,15.1,WNW
1729573200,13.8,6.1,278.0,1021.0,0.0,0.0,0.0,12.9,W
1729576800,13.4,5.4,272.0,1021.0,0.0,0.0,0.0,11.3,W
1729580400,14.0,4.0,252.0,1021.0,0.0,0.0,0.0,8.3,WSW
1729584000,13.2,4.7,218.0,1021.0,0.0,0.0,0.0,9.8,SW
1729587600,12.6,5.0,203.0,1022.0,0.0,0.0,0.0,10.6,SSW
1729591200,11.0,5.8,201.0,1022.0,0.0,0.0,0.0,12.1,SSW
1729594800,11.5,6.8,202.0,1023.0,0.0,0.0,0.0,14.4,SSW
1729598400,11.4,7.2,206.0,1023.0,0.0,0.0,0.0,10.6,SSW
1729602000,12.2,7.6,207.0,1023.0,0.0,0.0,0.0,10.7,SSW
1729605600,14.5,10.1,212.0,1023.0,0.0,0.0,0.0,14.8,SSW
1729609200,17.3,11.5,207.0,1023.0,0.0,0.0,0.0,14.6,SSW
1729612800,19.1,13.7,203.0,1022.0,0.0,0.0,0.0,16.3,SSW
1729616400,20.0,14.4,204.0,1021.0,0.0,0.0,0.0,16.8,SSW
1729620000,20.6,14.4,204.0,1020.0,0.0,0.0,0.0,17.1,SSW
1729623600,20.8,15.5,196.0,1020.0,0.0,0.0,0.0,19.4,SSW
1729627200,20.5,16.2,194.0,1019.0,0.0,0.0,0.0,21.5,SSW
1729630800,19.3,13.7,188.0,1019.0,0.0,0.0,0.0,22.0,S
1729634400,17.9,12.6,182.0,1019.0,0.0,0.0,0.0,21.1,S
1729638000,16.7,11.9,182.0,1019.0,0.0,0.0,0.0,19.1,S
1729641600,15.8,11.5,184.0,1018.0,0.0,0.0,0.0,18.9,S
1729645200,15.0,10.8,179.0,1018.0,0.0,0.0,0.0,18.5,S
1729648800,14.5,10.1,176.0,1018.0,0.0,0.0,0.0,21.2,S
1729652400,13.3,9.4,174.0,1017.0,0.0,0.0,0.0,19.7,S
1729656000,14.0,8.3,179.0,1016.0,0.0,0.0,0.0,17.4,S
1729659600,13.7,9.7,184.0,1015.0,0.0,0.0,0.0,16.7,S
1729663200,12.3,12.2,186.0,1014.0,0.0,0.0,0.0,19.8,S
1729666800,13.1,14.8,194.0,1014.0,0.0,0.0,0.0,20.7,SSW
1729670400,12.9,16.2,200.0,1013.0,0.0,0.0,0.0,22.3,SSW
1729674000,12.8,14.8,204.0,1012.0,0.0,0.0,0.0,24.5,SSW
1729677600,13.1,19.8,204.0,1012.0,0.0,0.0,0.0,27.8,SSW
1729681200,13.4,20.5,207.0,1011.0,0.0,0.0,0.0,31.7,SSW
1729684800,13.8,22.0,214.0,1010.0,0.0,0.0,0.0,33.9,SW
1729688400,14.9,18.6,213.0,1009.0,0.0,0.0,0.0,32.4,SSW
1729692000,16.5,18.6,216.0,1009.0,0.1,0.0,0.0,31.9,SW
1729695600,17.7,20.5,225.0,1009.0,0.1,0.0,0.0,30.4,SW
1729699200,18.5,21.5,235.0,1008.0,0.0,0.0,0.0,29.2,SW
1729702800,19.1,23.8,251.0,1008.0,0.0,0.0,0.0,32.8,WSW
1729706400,19.8,25.6,265.0,1007.0,0.0,0.0,0.0,35.8,W
1729710000,18.8,24.1,295.0,1009.0,0.0,0.0,0.0,35.7,WNW
1729713600,15.8,25.6,303.0,1010.0,0.4,0.0,0.0,40.0,WNW
1729717200,13.9,20.8,304.0,1010.0,0.6,0.0,0.0,39.0,NW
1729720800,12.4,25.6,308.0,1012.0,0.0,0.0,0.0,35.4,NW
1729724400,10.9,25.2,306.0,1013.0,0.0,0.0,0.0,40.1,NW
1729728000,9.7,26.3,304.0,1014.0,0.0,0.0,0.0,41.8,NW
1729731600,8.9,27.4,305.0,1016.0,0.0,0.0,0.0,39.0,NW
1729735200,9.1,25.6,311.0,1016.0,0.0,0.0,0.0,35.7,NW
1729738800,8.0,24.8,316.0,1017.0,0.0,0.0,0.0,37.4,NW
1729742400,7.2,21.2,325.0,1018.0,0.0,0.0,0.0,32.4,NW
1729746000,6.6,17.6,330.0,1018.0,0.0,0.0,0.0,28.0,NNW
1729749600,5.9,16.2,333.0,1019.0,0.0,0.0,0.0,26.4,NNW
1729753200,5.3,13.0,333.0,1019.0,0.0,0.0,0.0,18.2,NNW
1729756800,4.8,10.4,329.0,1020.0,0.0,0.0,0.0,16.1,NNW
1729760400,4.1,9.7,327.0,1020.0,0.0,0.0,0.0,15.2,NNW
1729764000,4.6,7.9,337.0,1021.0,0.0,0.0,0.0,12.4,NNW
1729767600,4.5,7.9,346.0,1022.0,0.0,0.0,0.0,12.4,NNW
1729771200,5.0,7.9,354.0,1023.0,0.0,0.0,0.0,12.2,N
1729774800,4.9,7.6,9.0,1023.0,0.0,0.0,0.0,9.7,N
1729778400,6.0,7.2,349.0,1023.0,0.0,0.0,0.0,8.3,N
1729782000,7.3,8.3,322.0,1023.0,0.0,0.0,0.0,9.5,NW
1729785600,8.3,9.4,315.0,1022.0,0.0,0.0,0.0,18.3,NW
1729789200,9.1,8.6,302.0,1022.0,0.0,0.0,0.0,17.9,WNW
1729792800,9.5,9.4,292.0,1021.0,0.0,0.0,0.0,17.3,WNW
1729796400,9.7,8.3,297.0,1021.0,0.0,0.0,0.0,16.8,WNW
1729800000,9.8,8.3,307.0,1021.0,0.0,0.0,0.0,16.8,NW
1729803600,9.0,6.5,314.0,1021.0,0.0,0.0,0.0,16.5,NW
1729807200,8.1,3.6,13.0,1021.0,0.0,0.0,0.0,12.5,NNE
1729810800,7.2,4.3,72.0,1022.0,0.0,0.0,0.0,7.8,ENE
1729814400,6.3,5.0,89.0,1022.0,0.0,0.0,0.0,9.3,E
1729818000,4.7,4.7,93.0,1022.0,0.0,0.0,0.0,8.7,E
1729821600,5.2,4.7,83.0,1022.0,0.0,0.0,0.0,8.9,E
1729825200,4.3,5.4,81.0,1020.0,0.0,0.0,0.0,10.0,E
1729828800,3.7,6.1,90.0,1021.0,0.0,0.0,0.0,11.5,E
1729832400,4.3,6.1,99.0,1021.0,0.0,0.0,0.0,11.5,E
1729836000,4.1,7.9,116.0,1021.0,0.0,0.0,0.0,14.7,ESE
1729839600,3.1,8.6,118.0,1020.0,0.0,0.0,0.0,12.3,ESE
1729843200,3.1,7.2,136.0,1020.0,0.0,0.0,0.0,13.8,SE
1729846800,4.4,7.2,146.0,1020.0,0.0,0.0,0.0,13.9,SSE
1729850400,3.5,7.6,160.0,1020.0,0.0,0.0,0.0,14.0,SSE
1729854000,4.7,10.1,170.0,1020.0,0.0,0.0,0.0,17.5,S
1729857600,4.4,13.0,165.0,1020.0,0.0,0.0,0.0,16.7,SSE
1729861200,6.7,16.6,166.0,1020.0,0.0,0.0,0.0,23.3,SSE
1729864800,8.7,17.3,173.0,1019.0,0.0,0.0,0.0,25.7,S
1729868400,9.2,15.5,178.0,1019.0,0.0,0.0,0.0,25.9,S
1729872000,8.2,16.9,154.0,1019.0,1.0,0.0,0.0,26.4,SSE
1729875600,9.3,15.0,178.0,1018.0,0.0,0.0,0.0,27.4,S
1729879200,9.9,15.1,185.0,1018.0,0.1,0.0,0.0,24.9,S
1729882800,10.8,13.7,192.0,1016.0,0.0,0.0,0.0,22.7,SSW
1729886400,11.5,12.6,183.0,1016.0,0.0,0.0,0.0,18.7,S
1729890000,11.9,10.4,182.0,1015.0,0.0,0.0,0.0,16.9,S
1729893600,11.9,10.4,196.0,1015.0,0.0,0.0,0.0,18.3,SSW
1729897200,10.8,9.4,218.0,1015.0,0.0,0.0,0.0,15.9,SW
1729900800,11.7,7.9,233.0,1016.0,0.0,0.0,0.0,13.5,SW
1729904400,11.7,7.9,262.0,1016.0,0.1,0.0,0.0,19.5,W
1729908000,8.2,10.8,303.0,1016.0,0.0,0.0,0.0,23.0,WNW
1729911600,9.4,13.0,319.0,1018.0,0.0,0.0,0.0,24.5,NW
1729915200,9.6,15.5,316.0,1017.0,0.0,0.0,0.0,22.8,NW
1729918800,9.6,15.5,316.0,1017.0,0.0,0.0,0.0,26.9,NW
1729922400,9.5,15.8,317.0,1017.0,0.0,0.0,0.0,28.2,NW
1729926000,8.2,16.2,316.0,1018.0,0.0,0.0,0.0,29.8,NW
1729929600,8.0,17.6,317.0,1018.0,0.0,0.0,0.0,31.0,NW
1729933200,7.6,19.1,322.0,1019.0,0.0,0.0,0.0,31.8,NW
1729936800,7.1,17.6,323.0,1020.0,0.0,0.0,0.0,26.2,NW
1729940400,6.6,17.6,323.0,1021.0,0.0,0.0,0.0,26.5,NW
1729944000,6.4,16.6,330.0,1022.0,0.0,0.0,0.0,25.6,NNW
1729947600,7.6,13.3,319.0,1022.0,0.0,0.0,0.0,22.3,NW
1729951200,9.7,17.3,307.0,1023.0,0.0,0.0,0.0,21.2,NW
1729954800,9.6,16.8,316.0,1023.0,0.0,0.0,0.0,24.4,NW
1729958400,10.3,19.3,320.0,1024.0,0.2,0.0,0.0,27.3,NW
1729962000,11.0,19.9,318.0,1024.0,0.1,0.0,0.0,33.8,NW
1729965600,12.2,24.8,314.0,1023.0,0.0,0.0,0.0,38.1,NW
1729969200,10.8,23.4,314.0,1023.0,0.1,0.0,0.0,40.5,NW
1729972800,10.4,24.1,316.0,1024.0,0.0,0.0,0.0,39.3,NW
1729976400,10.5,22.3,320.0,1025.0,0.0,0.0,0.0,38.8,NW
1729980000,8.4,22.0,324.0,1025.0,0.0,0.0,0.0,37.4,NW
1729983600,7.4,19.3,325.0,1027.0,0.0,0.0,0.0,36.1,NW
1729987200,6.7,17.6,328.0,1028.0,0.0,0.0,0.0,33.4,NNW
1729990800,6.9,18.4,335.0,1029.0,0.0,0.0,0.0,28.8,NNW
1729994400,6.3,14.0,342.0,1029.0,0.0,0.0,0.0,22.7,NNW
1729998000,5.7,11.5,351.0,1030.0,0.0,0.0,0.0,23.1,N
1730001600,5.2,8.3,350.0,1030.0,0.0,0.0,0.0,20.5,N
1730005200,4.8,5.8,316.0,1030.0,0.0,0.0,0.0,17.2,NW
1730008800,3.4,5.8,296.0,1030.0,0.0,0.0,0.0,15.7,WNW
1730012400,3.2,5.8,284.0,1031.0,0.0,0.0,0.0,14.6,WNW
1730016000,3.1,5.8,272.0,1031.0,0.0,0.0,0.0,14.9,W
1730019600,2.7,5.8,260.0,1030.0,0.0,0.0,0.0,13.9,W
1730023200,2.5,6.8,273.0,1031.0,0.0,0.0,0.0,11.9,W
1730026800,2.4,8.3,286.0,1031.0,0.0,0.0,0.0,13.7,WNW
1730030400,2.8,9.4,299.0,1031.0,0.0,0.0,0.0,15.7,WNW
1730034000,4.6,9.7,304.0,1031.0,0.0,0.0,0.0,14.4,NW
1730037600,7.0,10.1,310.0,1031.0,0.0,0.0,0.0,17.1,NW
1730041200,8.1,10.4,315.0,1031.0,0.0,0.0,0.0,20.1,NW
1730044800,9.2,11.9,313.0,1030.0,0.0,0.0,0.0,25.9,NW
1730048400,10.1,13.0,312.0,1029.0,0.0,0.0,0.0,26.8,NW
1730052000,10.5,14.4,310.0,1028.0,0.0,0.0,0.0,25.9,NW
1730055600,10.5,14.4,317.0,1028.0,0.0,0.0,0.0,26.1,NW
1730059200,10.4,14.0,324.0,1028.0,0.0,0.0,0.0,25.6,NW
1730062800,9.8,14.0,330.0,1027.0,0.0,0.0,0.0,23.9,NNW
1730066400,8.8,11.5,338.0,1027.0,0.0,0.0,0.0,17.3,NNW
1730070000,7.7,9.0,346.0,1028.0,0.0,0.0,0.0,14.8,NNW
1730073600,7.0,6.5,354.0,1028.0,0.0,0.0,0.0,12.4,N
1730077200,6.5,5.8,256.0,1028.0,0.0,0.0,0.0,10.8,WSW
1730080800,6.1,4.7,158.0,1028.0,0.0,0.0,0.0,9.4,SSE
1730084400,5.9,4.0,59.0,1028.0,0.0,0.0,0.0,7.8,ENE
1730088000,5.9,5.8,334.0,1027.0,0.0,0.0,0.0,11.2,NNW
1730091600,5.4,6.5,18.0,1027.0,0.0,0.0,0.0,12.0,NNE
1730095200,4.8,8.6,56.0,1027.0,0.0,0.0,0.0,15.2,ENE
1730098800,4.3,11.2,82.0,1027.0,0.0,0.0,0.0,13.7,E
1730102400,4.0,11.9,88.0,1028.0,0.0,0.0,0.0,18.9,E
1730106000,3.5,13.3,89.0,1028.0,0.0,0.0,0.0,21.0,E
1730109600,3.2,14.8,91.0,1029.0,0.0,0.0,0.0,21.4,E
1730113200,2.9,15.5,93.0,1029.0,0.0,0.0,0.0,22.1,E
1730116800,3.6,15.8,98.0,1030.0,0.0,0.0,0.0,23.4,E
1730120400,4.5,16.2,97.0,1030.0,0.0,0.0,0.0,22.9,E
1730124000,5.3,16.6,104.0,1030.0,0.0,0.0,0.0,21.4,ESE
1730127600,5.7,18.4,115.0,1030.0,0.0,0.0,0.0,28.7,ESE
1730131200,5.9,19.8,120.0,1030.0,0.0,0.0,0.0,31.1,ESE
1730134800,7.0,20.5,125.0,1030.0,0.0,0.0,0.0,32.5,SE
1730138400,7.4,20.9,124.0,1029.0,0.0,0.0,0.0,32.7,SE
1730142000,7.6,21.6,122.0,1029.0,0.0,0.0,0.0,32.6,ESE
1730145600,7.6,20.5,116.0,1028.0,0.0,0.0,0.0,30.1,ESE
1730149200,6.7,19.1,107.0,1028.0,0.0,0.0,0.0,29.8,ESE
1730152800,6.8,17.3,100.0,1028.0,0.0,0.0,0.0,26.1,E
1730156400,6.9,17.3,97.0,1028.0,0.0,0.0,0.0,27.6,E
1730160000,7.2,18.4,101.0,1027.0,0.0,0.0,0.0,26.1,ESE
1730163600,6.2,18.0,102.0,1027.0,0.0,0.0,0.0,27.1,ESE
1730167200,7.1,18.7,102.0,1026.0,0.0,0.0,0.0,33.1,ESE
1730170800,7.1,18.4,102.0,1027.0,0.0,0.0,0.0,33.7,ESE
1730174400,5.8,16.2,106.0,1027.0,0.0,0.0,0.0,29.2,ESE
1730178000,5.4,12.6,106.0,1027.0,0.0,0.0,0.0,23.5,ESE
1730181600,5.1,10.4,105.0,1026.0,0.0,0.0,0.0,21.0,ESE
1730185200,4.9,9.0,108.0,1025.0,0.0,0.0,0.0,18.4,ESE
1730188800,4.8,8.6,119.0,1025.0,0.0,0.0,0.0,17.4,ESE
1730192400,5.4,8.6,126.0,1024.0,0.0,0.0,0.0,17.9,SE
1730196000,6.1,9.7,131.0,1025.0,0.0,0.0,0.0,20.2,SE
1730199600,6.9,10.1,137.0,1024.0,0.0,0.0,0.0,20.3,SE
1730203200,8.4,11.2,142.0,1024.0,0.0,0.0,0.0,21.5,SE
1730206800,9.8,12.6,145.0,1024.0,0.0,0.0,0.0,21.2,SE
1730210400,11.1,16.9,150.0,1024.0,0.3,0.0,0.0,24.3,SSE
1730214000,11.6,18.0,156.0,1023.0,2.8,0.0,0.0,25.8,SSE
1730217600,11.7,18.4,167.0,1023.0,5.2,0.0,0.0,27.3,SSE
1730221200,11.6,20.2,183.0,1021.0,2.1,0.0,0.0,29.2,S
1730224800,12.0,19.8,191.0,1020.0,2.47,0.0,0.0,29.3,SSW
1730228400,12.3,20.2,197.0,1020.0,2.3,0.0,0.0,32.0,SSW
1730232000,12.7,15.9,201.0,1019.0,0.8,0.0,0.0,28.7,SSW
1730235600,13.0,14.6,204.0,1019.0,0.2,0.0,0.0,28.0,SSW
1730239200,13.2,14.0,207.0,1019.0,0.0,0.0,0.0,27.1,SSW
1730242800,13.4,13.8,208.0,1019.0,0.0,0.0,0.0,26.6,SSW
1730246400,13.5,15.8,206.0,1019.0,0.0,0.0,0.0,27.4,SSW
1730250000,13.6,14.8,205.0,1021.0,0.0,0.0,0.0,31.0,SSW
1730253600,9.9,15.5,206.0,1020.0,0.0,0.0,0.0,32.5,SSW
1730257200,11.7,16.9,210.0,1028.0,0.0,0.0,0.0,35.5,SSW
1730260800,14.5,10.1,194.0,1018.0,0.0,0.0,0.0,21.2,SSW
1730264400,14.5,10.8,202.0,1018.0,0.0,0.0,0.0,22.7,SSW
1730268000,14.5,11.5,207.0,1018.0,0.0,0.0,0.0,24.2,SSW
1730271600,14.4,12.6,211.0,1018.0,0.0,0.0,0.0,26.5,SSW
1730275200,14.3,14.4,216.0,1019.0,0.0,0.0,0.0,30.2,SW
1730278800,14.1,15.8,220.0,1019.0,0.0,0.0,0.0,32.6,SW
1730282400,14.0,15.1,217.0,1019.0,0.0,0.0,0.0,31.0,SW
1730286000,13.8,15.8,218.0,1020.0,0.0,0.0,0.0,31.8,SW
1730289600,14.5,16.6,216.0,1020.0,0.0,0.0,0.0,32.4,SW
1730293200,15.2,18.0,216.0,1020.0,0.0,0.0,0.0,31.8,SW
1730296800,15.9,19.8,215.0,1020.0,0.0,0.0,0.0,31.0,SW
1730300400,17.0,22.0,217.0,1020.0,0.0,0.0,0.0,31.8,SW
1730304000,17.9,22.7,218.0,1019.0,0.0,0.0,0.0,31.9,SW
1730307600,18.8,23.4,220.0,1018.0,0.0,0.0,0.0,31.5,SW
1730311200,19.0,23.0,219.0,1018.0,0.0,0.0,0.0,31.1,SW
1730314800,19.1,23.0,216.0,1018.0,0.0,0.0,0.0,32.7,SW
1730318400,19.0,23.8,215.0,1018.0,0.0,0.0,0.0,35.9,SW
1730322000,18.4,24.1,219.0,1017.0,0.0,0.0,0.0,40.8,SW
1730325600,17.8,23.4,223.0,1018.0,0.0,0.0,0.0,42.4,SW
1730329200,17.1,22.7,223.0,1018.0,0.0,0.0,0.0,42.4,SW
1730332800,16.4,22.7,223.0,1019.0,0.0,0.0,0.0,42.8,SW
1730336400,15.8,22.0,224.0,1019.0,0.0,0.0,0.0,41.8,SW
1730340000,15.2,22.0,223.0,1019.0,0.0,0.0,0.0,41.7,SW
1730343600,14.8,22.3,219.0,1018.0,0.0,0.0,0.0,42.0,SW
1730347200,14.4,22.7,218.0,1018.0,0.0,0.0,0.0,41.0,SW
1730350800,14.1,21.6,218.0,1018.0,0.0,0.0,0.0,38.1,SW
1730354400,13.7,21.2,215.0,1018.0,0.0,0.0,0.0,36.6,SW
1730358000,13.4,20.9,215.0,1017.0,0.0,0.0,0.0,35.7,SW
1730361600,13.2,20.9,215.0,1017.0,0.0,0.0,0.0,35.5,SW
1730365200,13.2,21.2,213.0,1017.0,0.0,0.0,0.0,35.8,SSW
1730368800,13.2,23.0,212.0,1017.0,0.0,0.0,0.0,37.7,SSW
1730372400,13.3,24.1,211.0,1017.0,0.0,0.0,0.0,40.0,SSW
1730376000,14.3,25.9,210.0,1017.0,0.0,0.0,0.0,42.6,SSW
1730379600,15.2,27.4,211.0,1016.0,0.0,0.0,0.0,41.8,SSW
1730383200,16.1,28.4,216.0,1016.0,0.0,0.0,0.0,41.0,SW
1730386800,17.0,28.8,217.0,1016.0,0.0,0.0,0.0,40.4,SW
1730390400,17.7,28.8,216.0,1014.0,0.0,0.0,0.0,39.5,SW
1730394000,18.3,31.3,218.0,1014.0,0.0,0.0,0.0,39.5,SW
1730397600,19.7,31.7,219.0,1013.0,0.0,0.0,0.0,39.0,SW
1730401200,20.2,30.2,223.0,1009.0,0.0,0.0,0.0,41.4,SW
1730404800,20.0,28.1,230.0,1009.0,0.0,0.0,0.0,40.0,SW
1730408400,19.1,27.4,228.0,1009.0,0.07,0.0,0.0,40.4,SW
1730412000,18.5,25.2,231.0,1009.0,0.43,0.0,0.0,39.2,SW
1730415600,18.0,22.3,252.0,1010.0,0.05,0.0,0.0,35.3,WSW
1730419200,17.2,21.2,261.0,1010.0,0.01,0.0,0.0,34.1,W
1730422800,16.2,20.5,272.0,1011.0,0.0,0.0,0.0,33.0,W
1730426400,15.5,19.8,279.0,1012.0,0.0,0.0,0.0,30.5,W
1730430000,14.4,18.0,281.0,1019.0,0.0,0.0,0.0,27.0,WNW
1730433600,15.3,17.6,286.0,1009.0,0.0,0.0,0.0,30.4,WNW
1730437200,14.2,19.1,292.0,1009.0,0.0,0.0,0.0,31.0,WNW
1730440800,13.3,18.4,286.0,1009.0,0.0,0.0,0.0,30.7,WNW
1730444400,12.7,22.0,299.0,1009.0,0.0,0.0,0.0,34.8,WNW
1730448000,11.6,22.0,304.0,1010.0,0.0,0.0,0.0,39.1,NW
1730451600,10.1,22.7,314.0,1012.0,0.0,0.0,0.0,38.8,NW
1730455200,9.5,22.0,320.0,1013.0,0.0,0.0,0.0,34.6,NW
1730458800,8.9,20.9,327.0,1014.0,0.0,0.0,0.0,34.4,NNW
1730462400,9.0,21.6,333.0,1016.0,0.0,0.0,0.0,35.9,NNW
1730466000,8.7,22.0,338.0,1017.0,0.0,0.0,0.0,37.2,NNW
1730469600,8.7,22.7,344.0,1017.0,0.0,0.0,0.0,38.2,NNW
1730473200,9.0,22.7,347.0,1018.0,0.0,0.0,0.0,38.1,NNW
1730476800,9.0,21.2,347.0,1019.0,0.0,0.0,0.0,36.5,NNW
1730480400,9.4,19.8,344.0,1019.0,0.0,0.0,0.0,35.2,NNW
1730484000,9.6,20.2,345.0,1019.0,0.0,0.0,0.0,37.2,NNW
1730487600,8.3,20.2,347.0,1021.0,0.0,0.0,0.0,37.3,NNW
1730491200,8.0,19.8,348.0,1022.0,0.0,0.0,0.0,34.6,NNW
1730494800,7.2,19.1,347.0,1023.0,0.0,0.0,0.0,36.1,NNW
1730498400,6.4,16.2,348.0,1024.0,0.0,0.0,0.0,34.5,NNW
1730502000,5.7,13.3,351.0,1025.0,0.0,0.0,0.0,30.9,N
1730505600,5.1,12.6,357.0,1026.0,0.0,0.0,0.0,30.3,N
1730509200,4.6,12.2,5.0,1027.0,0.0,0.0,0.0,30.4,N
1730512800,4.1,12.2,17.0,1027.0,0.0,0.0,0.0,29.6,NNE
1730516400,3.6,11.9,20.0,1027.0,0.0,0.0,0.0,28.4,NNE
1730520000,3.3,10.8,30.0,1028.0,0.0,0.0,0.0,24.0,NNE
1730523600,4.2,9.7,31.0,1028.0,0.0,0.0,0.0,21.7,NNE
1730527200,4.0,8.6,41.0,1029.0,0.0,0.0,0.0,21.3,NE
1730530800,3.7,8.3,42.0,1029.0,0.0,0.0,0.0,18.9,NE
1730534400,3.5,7.6,43.0,1030.0,0.0,0.0,0.0,17.8,NE
1730538000,3.3,7.2,44.0,1030.0,0.0,0.0,0.0,12.2,NE
1730541600,3.1,6.5,40.0,1031.0,0.0,0.0,0.0,15.1,NE
1730545200,3.0,6.1,36.0,1031.0,0.0,0.0,0.0,14.4,NE
1730548800,2.3,5.4,32.0,1033.0,0.0,0.0,0.0,13.7,NNE
1730552400,3.3,5.8,58.0,1033.0,0.0,0.0,0.0,14.9,ENE
1730556000,4.4,6.1,83.0,1033.0,0.0,0.0,0.0,15.3,E
1730559600,5.3,6.5,109.0,1032.0,0.0,0.0,0.0,15.4,ESE
1730563200,6.1,7.2,120.0,1032.0,0.0,0.0,0.0,16.0,ESE
1730566800,6.8,8.3,131.0,1031.0,0.0,0.0,0.0,17.3,SE
1730570400,7.0,9.0,142.0,1031.0,0.0,0.0,0.0,18.0,SE
1730574000,6.9,8.3,140.0,1031.0,0.0,0.0,0.0,17.6,SE
1730577600,6.8,7.6,139.0,1030.0,0.0,0.0,0.0,16.0,SE
1730581200,6.4,6.8,137.0,1030.0,0.0,0.0,0.0,9.7,SE
1730584800,4.8,6.8,130.0,1030.0,0.0,0.0,0.0,10.8,SE
1730588400,4.2,7.2,123.0,1030.0,0.0,0.0,0.0,11.5,ESE
1730592000,3.6,7.2,116.0,1030.0,0.0,0.0,0.0,12.4,ESE
1730595600,3.3,7.2,112.0,1030.0,0.0,0.0,0.0,13.0,ESE
1730599200,2.9,7.6,107.0,1030.0,0.0,0.0,0.0,13.7,ESE
1730602800,2.8,7.6,103.0,1030.0,0.0,0.0,0.0,14.5,ESE
1730606400,1.9,6.1,13.0,1032.0,0.0,0.0,0.0,10.8,NNE
1730610000,1.5,6.1,26.0,1032.0,0.0,0.0,0.0,10.7,NNE
1730613600,1.1,5.8,28.0,1032.0,0.0,0.0,0.0,9.8,NNE
1730620800,0.9,5.8,37.0,1032.0,0.0,0.0,0.0,9.9,NE
1730624400,0.7,6.1,41.0,1032.0,0.0,0.0,0.0,10.5,NE
1730628000,0.5,6.1,46.0,1032.0,0.0,0.0,0.0,10.4,NE
1730631600,0.4,6.1,44.0,1033.0,0.0,0.0,0.0,10.4,NE
1730635200,0.3,6.1,48.0,1033.0,0.0,0.0,0.0,10.2,NE
1730638800,1.9,6.1,57.0,1033.0,0.0,0.0,0.0,10.1,ENE
1730642400,3.6,6.8,74.0,1033.0,0.0,0.0,0.0,10.3,ENE
1730646000,5.3,8.3,95.0,1033.0,0.0,0.0,0.0,14.7,E
1730649600,6.5,9.4,105.0,1033.0,0.0,0.0,0.0,16.5,ESE
1730653200,7.2,10.8,114.0,1032.0,0.0,0.0,0.0,18.3,ESE
1730656800,7.8,12.2,114.0,1031.0,0.0,0.0,0.0,19.6,ESE
1730660400,7.9,14.0,113.0,1031.0,0.0,0.0,0.0,20.7,ESE
1730664000,7.8,14.0,116.0,1031.0,0.0,0.0,0.0,21.4,ESE
1730667600,7.7,15.1,110.0,1030.0,0.0,0.0,0.0,22.4,ESE
1730671200,7.1,14.4,107.0,1030.0,0.0,0.0,0.0,20.4,ESE
1730674800,6.6,14.8,102.0,1031.0,0.0,0.0,0.0,22.8,ESE
1730678400,6.0,15.1,104.0,1031.0,0.0,0.0,0.0,24.4,ESE
1730682000,6.0,15.8,101.0,1031.0,0.0,0.0,0.0,26.0,ESE
1730685600,6.0,15.8,110.0,1030.0,0.0,0.0,0.0,29.1,ESE
1730689200,5.6,18.0,110.0,1029.0,0.0,0.0,0.0,32.0,ESE
1730692800,5.3,19.1,109.0,1030.0,0.0,0.0,0.0,29.5,ESE
1730696400,6.7,22.0,118.0,1029.0,0.0,0.0,0.0,35.5,ESE
